-2.899644;1.151888;13.849307;0.026594;0.137348;0.137348;-0.110754;-1.150693;0.137348;3.515723;3.333042;-0.389259;-0.281847;9600.000000;0.000000;0;
-2.907729;1.156994;13.700354;0.026524;-0.000015;-0.137362;-0.110809;-1.299646;0.137333;-1.985814;3.651659;0.218550;-0.306288;-6993.585449;0.000000;0;
-2.836352;1.093499;13.774153;0.036781;0.005172;0.005186;-0.105723;-1.225847;0.142505;0.637446;3.495011;-0.074352;-0.285037;2379.259277;0.000000;0;
-2.842803;1.109205;13.824703;0.035857;0.000172;-0.005000;-0.106819;-1.175297;0.142676;0.479867;3.386350;-0.055544;-0.277587;1777.398315;0.000000;0;
-2.845932;1.182206;13.757755;0.030425;0.000172;0.000000;-0.112423;-1.242245;0.142848;0.604095;3.530015;-0.068560;-0.294850;2193.925049;0.000000;0;
-2.849523;1.254596;13.849047;0.025060;0.000172;-0.000000;-0.117959;-1.150953;0.143019;0.624971;3.333608;-0.069489;-0.283890;2223.649902;0.000000;0;
-2.854947;1.319497;13.666434;0.020344;0.000172;0.000000;-0.122847;-1.333566;0.143191;0.640992;3.722906;-0.069844;-0.322868;2234.999756;0.000000;0;
-2.861768;1.371034;13.664674;0.016706;0.000172;0.000000;-0.126656;-1.335326;0.143362;0.651245;3.726592;-0.069709;-0.328213;2230.689209;0.000000;0;
-2.869991;1.410957;13.604732;0.014012;0.000172;0.000000;-0.129522;-1.395268;0.143534;0.658423;3.851364;-0.069387;-0.343534;2220.392822;0.000000;0;
-2.879031;1.440954;13.881077;0.012109;0.000172;0.000000;-0.131596;-1.118923;0.143706;0.663205;3.263784;-0.068964;-0.294178;2206.844971;0.000000;0;
-2.888836;1.462961;13.752120;0.010848;0.000172;-0.000000;-0.133029;-1.247880;0.143877;0.666150;3.542019;-0.068474;-0.321836;2191.177979;0.000000;0;
-2.898747;1.478987;13.829146;0.010046;0.000172;0.000000;-0.134002;-1.170854;0.144049;0.668055;3.376745;-0.067992;-0.308838;2175.759033;0.000000;0;
-2.909310;1.492497;13.723541;0.009464;0.000172;0.000000;-0.134756;-1.276459;0.144220;0.670037;3.602685;-0.067547;-0.331425;2161.498535;0.000000;0;
-2.919324;1.502991;13.803693;0.009089;0.000172;0.000000;-0.135303;-1.196307;0.144392;0.671300;3.431653;-0.067110;-0.317272;2147.535645;0.000000;0;
-2.928739;1.513094;13.760255;0.008718;0.000172;0.000000;-0.135846;-1.239745;0.144563;0.673294;3.524687;-0.066780;-0.327392;2136.961182;0.000000;0;
-2.938122;1.523810;13.752790;0.008298;0.000172;-0.000000;-0.136437;-1.247210;0.144735;0.675657;3.540592;-0.066479;-0.330461;2127.314453;0.000000;0;
-2.947449;1.535803;13.586650;0.007780;0.000138;-0.000034;-0.137093;-1.413350;0.144873;0.677648;3.888737;-0.066122;-0.364789;2115.893555;0.000000;0;
-2.914103;1.567482;13.786045;0.007129;0.018108;0.017970;-0.155852;-1.213955;0.162981;1.167824;3.469550;-0.114962;-0.326664;3678.775635;0.000000;0;
